county,residential_taxable_value,agricultural_taxable_value,industrial_taxable_value,commercial_taxable_value,mineral_taxable_value,total_taxable_value,year
vinton,43265970,31474430,3807220,4859820,2443110,85850550,1998
warren,1783025450,105017130,69190720,361434550,0,2318667850,1998
washington,406479180,83610220,39485280,105835390,2299620,637709690,1998
wayne,867380300,119703630,82315150,170218360,6636850,1246254290,1998
williams,274507960,67021800,30109070,43024670,0,414663500,1998
wood,1023386320,86314280,92116100,241914240,7950,1443738890,1998
wyandot,136289420,69829360,15062410,20598130,18120,241797440,1998
adams,113579390,53043690,52506720,20142950,0,239272750,1999
allen,760193760,72694170,70780350,209414990,0,1113083270,1999
ashland,435938070,75710500,21938640,59493920,242920,593324050,1999
ashtabula,733093020,160800150,51968420,150055480,1748030,1097665100,1999
athens,313782940,59225480,7267620,106337820,1024190,487638050,1999
auglaize,410684480,72277490,34786230,73675260,0,591423460,1999
belmont,367745730,59371500,26792960,123396210,4918800,582225200,1999
brown,245706510,74188330,6628430,30233870,0,356757140,1999
butler,3507189940,122027300,405243890,728978940,0,4763440070,1999
carroll,198745740,79921670,9660170,24891240,1382740,314601560,1999
champaign,305890310,90988130,15457750,40107240,0,452443430,1999
clark,1164663530,85596790,65744800,244979930,0,1560985050,1999
clermont,1867910070,83721000,86162370,501395510,0,2539188950,1999
clinton,324260080,97620810,35935830,76194280,0,534011000,1999
columbiana,749116260,110075730,37888770,144092900,1427880,1042601540,1999
coshocton,215341210,65473650,35318200,47155740,3532820,366821620,1999
crawford,273476580,67191640,22961120,50288980,0,413918320,1999
cuyahoga,15003245360,6019790,1124816230,5353049740,0,21487131120,1999
darke,457272420,146512810,26140090,72955570,0,702880890,1999
defiance,309688040,80413990,19858250,51250010,0,461210290,1999
delaware,2180029050,114161760,75701110,338074370,13890,2707980180,1999
erie,890433930,52473100,45787920,205584800,19380,1194299130,1999
fairfield,1351374720,133045710,33651400,247924910,1858010,1767854750,1999
fayette,178250760,80141250,13033810,41535910,2960,312964690,1999
franklin,11650229630,69234520,1073661050,4886274030,0,17679399230,1999
fulton,386672040,87950450,39881730,57334350,110,571838680,1999
gallia,159261620,53321120,3575000,83743290,382210,300283240,1999
geauga,1567520840,234061780,57950010,144327420,1570630,2005430680,1999
greene,1737813930,111645820,40208830,380342110,0,2270010690,1999
guernsey,202451580,38927660,10668890,48459630,2090910,302598670,1999
hamilton,9920385960,37881910,781105010,3436051420,0,14175424300,1999
hancock,686346420,126394800,71832620,157149560,0,1041723400,1999
hardin,170542420,94069870,14489200,32451440,0,311552930,1999
harrison,80826280,41394960,8327830,15702420,2717110,148968600,1999
henry,234616000,92327680,18259120,23671560,0,368874360,1999
highland,229389730,77245430,7502430,40531330,0,354668920,1999
hocking,210142100,26709570,8927180,24928210,1092580,271799640,1999
holmes,221808790,146320530,26933270,44640540,4677230,444380360,1999
huron,417209540,82180730,32634580,83925220,25530,615975600,1999
jackson,161257350,41191540,16984120,42435210,361100,262229320,1999
jefferson,396801350,40699070,56841860,80463540,1301810,576107630,1999
knox,458566880,123779940,18716170,62817350,581210,664461550,1999
lake,2913618330,60326350,256814330,687937150,150540,3918846700,1999
lawrence,354794650,41607450,9147280,65882530,587010,472018920,1999
licking,1614147190,159519680,68948720,313941050,1769940,2158326580,1999
logan,404449040,83114500,28485310,68118120,0,584166970,1999
lorain,2872358850,83722020,167020450,541472580,97320,3664671220,1999
lucas,3691746200,54460620,225863410,1218428360,0,5190498590,1999
madison,327413300,91910080,21563980,46536470,0,487423830,1999
mahoning,2232256220,114815440,95474250,582014040,6474650,3031034600,1999
marion,457311190,76250360,36680250,96475440,4110,666721350,1999
medina,1983127650,195242400,77721780,308714590,1270210,2566076630,1999
meigs,84694630,41827030,24867190,15651440,2964670,170004960,1999
mercer,365501320,138074330,16719100,55399470,1900,575696120,1999
miami,1089110410,97094860,79881530,187356010,0,1453442810,1999
monroe,62676100,42843730,21010410,8567480,3385030,138482750,1999
montgomery,5409603470,91162040,318434850,1562184150,0,7381384510,1999
morgan,58843770,43354170,5410570,18936670,1605080,128150260,1999
morrow,263844730,77413260,5391700,24914220,737430,372301340,1999
muskingum,535012450,71422110,28583920,147508030,7474680,790001190,1999
noble,52617870,44432320,2618570,9116750,3283500,112069010,1999
ottawa,645944160,53000630,62526290,133161770,0,894632850,1999
paulding,125575460,58087420,8637660,14157240,0,206457780,1999
perry,182144920,51255160,6797360,23949930,3660260,267807630,1999
pickaway,425953100,104699230,30995710,72043770,334570,634026380,1999
pike,123945720,39547170,3293720,30637940,0,197424550,1999
portage,1395029800,109099360,89538380,260052520,6680410,1860400470,1999
preble,344686530,116473250,22461150,43962550,0,527583480,1999
putnam,268708890,112997730,12213320,28326780,0,422246720,1999
richland,1069867410,97660360,89209430,253463920,21830,1510222950,1999
ross,445921510,86586360,42707470,92293050,6980,667515370,1999
sandusky,463736180,86873130,47935420,99816350,26600,698387680,1999
scioto,363023020,55391550,9769910,97627800,26070,525838350,1999
seneca,427262880,123335180,35601420,77103340,3140,663305960,1999
shelby,413926790,98819640,55055930,66525660,430,634328450,1999
stark,3309842000,147342770,189607750,834718060,7793430,4489304010,1999
summit,6638930420,88052290,283007190,1630822330,3430270,8644242500,1999
trumbull,1826273630,174614110,122801110,407194540,6591880,2537475270,1999
tuscarawas,708855330,125110510,60301110,177835330,6382210,1078484490,1999
union,362031540,113719460,71834680,64917930,0,612503610,1999
van wert,211674170,82519970,15807290,31307020,0,341308450,1999
vinton,44507240,31965220,3842050,4901670,2425090,87641270,1999
warren,1948265650,103551200,73314530,379143660,0,2504275040,1999
washington,407445370,81452010,40101330,103518180,2513460,635030350,1999
wayne,978591840,135957690,84651110,171977750,8296510,1379474900,1999
williams,283413950,67460830,32725700,43208660,0,426809140,1999
wood,1319273340,114781040,117807600,324461980,7900,1876331860,1999
wyandot,139152860,71489120,15404350,20934400,12370,246993100,1999
adams,117349550,53020630,53064860,20875850,0,244310890,2000
allen,821744860,78826550,72450860,217189980,0,1190212250,2000
ashland,449190820,75984150,22182360,60842190,204100,608403620,2000
ashtabula,749460360,162730950,53766920,157904130,1648750,1125511110,2000
athens,324830600,59865050,7270760,109096750,893270,501956430,2000
auglaize,419496180,72112540,36686490,74582820,0,602878030,2000
belmont,443880580,70536130,30264720,153788740,4940540,703410710,2000
brown,297953790,86354510,6144600,37746170,0,428199070,2000
butler,3663494990,119685300,447527430,758235690,0,4988943410,2000
carroll,204367920,82728360,9392480,25980530,1251060,323720350,2000
champaign,314235710,91463220,15492330,42181510,0,463372770,2000
clark,1184976100,86451510,65128260,252095180,0,1588651050,2000
clermont,1951039280,82880490,84159510,518063230,0,2636142510,2000
clinton,336721310,98540980,38359350,77613720,0,551235360,2000
columbiana,765111770,109631780,38578220,145025960,1385360,1059733090,2000
coshocton,240200260,75031040,35107960,48383890,2897040,401620190,2000
crawford,337535860,77518920,23729380,54012100,0,492796260,2000
cuyahoga,16961073870,8499050,1198278190,6167744060,0,24335595170,2000
darke,467569010,146311700,27801530,73846440,0,715528680,2000
defiance,315858440,80858570,21605300,54008700,0,472331010,2000
delaware,2391282340,113114660,74684360,435118910,13890,3014214160,2000
erie,1024205700,56816190,45530500,229701720,19380,1356273490,2000
fairfield,1403433700,136678730,34837050,252822360,1814810,1829586650,2000
fayette,222780060,87769400,17620990,57377100,2960,385550510,2000
franklin,11972412180,72871530,1097608430,5051075180,0,18193967320,2000
fulton,394533800,88355220,40156600,58187670,110,581233400,2000
gallia,162458790,55155070,3578100,82524190,369520,304085670,2000
geauga,1623760470,235152670,58719120,150760610,1395980,2069788850,2000
greene,1775144330,115147070,41413690,403966640,0,2335671730,2000
guernsey,237851210,44617690,11334260,53343340,1801100,348947600,2000
hamilton,10030005540,34208050,798878970,3431862050,0,14294954610,2000
hancock,708189220,125679820,74013340,159905830,0,1067788210,2000
hardin,175238750,93852810,15887160,32659270,0,317637990,2000
harrison,81664540,41139420,8680000,15759710,2601460,149845130,2000
henry,240137970,91974640,19684960,24038810,0,375836380,2000
highland,283501900,95798580,9581380,51969950,0,440851810,2000
hocking,216387970,27411140,8924950,26951390,1178920,280854370,2000
holmes,232743510,148606210,26969800,47288690,3828410,459436620,2000
huron,513692510,104245840,35263910,92560430,25520,745788210,2000
jackson,166000100,41935970,17285090,47298220,361100,272880480,2000
jefferson,507166210,50645500,59799970,87445610,1328510,706385800,2000
knox,475717830,125392510,21895950,69422890,692510,693121690,2000
lake,3299854020,70313830,290612640,743506070,170880,4404457440,2000
lawrence,359678360,41552400,9201800,65776990,671250,476880800,2000
licking,1680443660,157505700,68727310,320409790,1785660,2228872120,2000
logan,416928210,84222420,29584900,69157500,0,599893030,2000
lorain,3444731480,94812010,193757640,597430070,81260,4330812460,2000
lucas,4644101950,76413060,244579900,1417383960,0,6382478870,2000
madison,337069710,93231610,22147420,49437920,0,501886660,2000
mahoning,2275541380,116217970,102394790,599093340,5739410,3098986890,2000
marion,468382470,76264290,36688020,103309060,2850,684646690,2000
medina,2067224000,193939190,84906360,324737930,1074420,2671881900,2000
meigs,87073880,41944810,25027180,15678350,2913730,172637950,2000
mercer,373235730,137155460,18797690,56610210,1920,585801010,2000
miami,1112635210,95972430,80893790,186314650,0,1475816080,2000
monroe,62879830,43888110,21010410,8724880,3351390,139854620,2000
montgomery,5481708000,88669530,329099750,1570270720,0,7469748000,2000
morgan,69474260,50828720,4677290,20051680,1330220,146362170,2000
morrow,276874300,76824040,5530970,26991330,693020,386913660,2000
muskingum,693317030,98287720,31609450,177487660,7047330,1007749190,2000
noble,54374800,44859940,2615640,9839130,3117790,114807300,2000
ottawa,775833190,59489080,64614190,141586920,0,1041523380,2000
paulding,129062930,58315920,8458340,14274670,0,210111860,2000
perry,187961350,51313590,6735240,24314940,2949630,273274750,2000
pickaway,436848950,104693100,30081750,74709970,252490,646586260,2000
pike,126008840,39231050,2780320,30087860,0,198108070,2000
portage,1660270260,132946390,111789070,318889520,5529090,2229424330,2000
preble,351938260,118330170,24676630,44211850,0,539156910,2000
putnam,278260420,112882730,12595060,29681370,0,433419580,2000
richland,1084501720,96480120,88450580,249902040,32130,1519366590,2000
ross,464625530,89895890,43966550,94774570,5170,693267710,2000
sandusky,543938310,96704530,46033890,102088470,26320,788791520,2000
scioto,368191170,56874250,9473400,98908800,36720,533484340,2000
seneca,434895130,124294600,35239090,78852950,6890,673288660,2000
shelby,424820720,100286420,55729750,69803160,430,650640480,2000
stark,3885198680,176728020,222748970,939290770,7994750,5231961190,2000
summit,6795835220,85268080,286926380,1671202270,639120,8839871070,2000
trumbull,1857117380,175098430,124450320,410886160,6274760,2573827050,2000
tuscarawas,720930020,126984840,60580730,182350490,5225750,1096071830,2000
union,393828530,114375180,71716220,70993560,0,650913490,2000
van wert,216150070,81849260,15786680,33814570,0,347600580,2000
vinton,50368150,36857400,3839820,5163370,2377070,98605810,2000
warren,2431454420,121636620,93786360,450435670,0,3097313070,2000
washington,411528610,80155600,40492260,107870350,2445750,642492570,2000
wayne,1001513970,136847050,85431830,175760760,6556130,1406109740,2000
williams,337154820,81933510,38322260,55050810,0,512461400,2000
wood,1360336710,113536060,119539220,331414820,7900,1924834710,2000
wyandot,142811980,74245490,16872190,21942720,7380,255879760,2000
adams,136551890,58623660,52858320,23451120,0,271484990,2001
allen,838093390,79180230,77677620,222712630,0,1217663870,2001
ashland,461079530,76870720,22745170,63151440,193070,624039930,2001
ashtabula,764690400,164377050,53332780,162542160,1625900,1146568290,2001
athens,334245130,61832840,6598170,110330480,838470,513845090,2001
auglaize,431135160,71888160,37442750,75380570,0,615846640,2001
belmont,450136560,70057270,28535320,154812140,5174100,708715390,2001
brown,309104380,85686540,6069990,39301690,0,440162600,2001
butler,3801579060,121314500,428495520,792209850,0,5143598930,2001
carroll,245689940,92489610,11227650,30305250,1421310,381133760,2001
champaign,376140230,95886410,19257690,49171480,0,540455810,2001
clark,1354727880,91837940,78555730,273186870,0,1798308420,2001
clermont,2037208210,83590400,88970270,540038320,0,2749807200,2001
clinton,348577020,98971360,39009610,83056240,0,569614230,2001
columbiana,873735070,123007310,38899690,145362550,1270950,1182275570,2001
coshocton,245544000,77020650,35182460,48476240,2640200,408863550,2001
crawford,341998140,77734290,24493720,54251390,0,498477540,2001
cuyahoga,17139588790,8956310,1260100440,6274959120,0,24683604660,2001
darke,476169980,145965100,28382800,76494890,0,727012770,2001
defiance,322566470,81623400,21944230,58062280,0,484196380,2001
delaware,2639263460,113802500,79100210,376885940,8780,3209060890,2001
erie,1040725900,57382950,46110920,241713280,19380,1385952430,2001
fairfield,1659955250,160831320,37573250,329107420,2089320,2189556560,2001
fayette,227429130,88061450,15188200,53179250,2960,383860990,2001
franklin,12301865270,71504340,1165334600,5204070870,0,18742775080,2001
fulton,404288500,89747000,38736020,59686670,110,592458300,2001
gallia,165994220,55646050,3608970,83407590,383370,309040200,2001
geauga,1670698590,238915270,63068680,158346740,1176980,2132206260,2001
greene,1822523550,112126850,44376530,435634470,0,2414661400,2001
guernsey,239730620,44740980,11997880,53705330,1705720,351880530,2001
hamilton,10124752550,33849160,802632600,3511723970,0,14472958280,2001
hancock,772829100,121173180,74567770,168993540,0,1137563590,2001
hardin,179329820,93386500,16393310,33764160,0,322873790,2001
harrison,82316430,40858150,8225430,15698410,2507620,149606040,2001
henry,245836480,91802690,20540160,25137980,0,383317310,2001
highland,293986020,95954310,9757250,53485330,0,453182910,2001
hocking,263710490,32035860,8964850,29771990,1103410,335586600,2001
holmes,264557180,159651540,27250040,53521380,3138710,508118850,2001
huron,519345600,102886490,37708240,94394010,106260,754440600,2001
jackson,169753440,41821830,17466650,58903390,377070,288322380,2001
jefferson,508906730,49392810,60899760,88751730,1327780,709278810,2001
knox,491377500,128404550,21937930,65334210,556650,707610840,2001
